ensembl_gene_id	description	external_gene_name	gene_biotype
AT3G61755	pre-tRNA [Source:TAIR;Acc:AT3G61755]		tRNA
ATCG00090	tRNA-Ser [Source:TAIR;Acc:ATCG00090]	TRNS.1	tRNA
AT2G36520	pre-tRNA [Source:TAIR;Acc:AT2G36520]		tRNA
AT5G09755	pre-tRNA [Source:TAIR;Acc:AT5G09755]		tRNA
AT4G02055	pre-tRNA [Source:TAIR;Acc:AT4G02055]		tRNA
AT2G07759	pre-tRNA [Source:TAIR;Acc:AT2G07759]		tRNA
AT4G18255	pre-tRNA [Source:TAIR;Acc:AT4G18255]		tRNA
AT5G50805	pre-tRNA [Source:TAIR;Acc:AT5G50805]		tRNA
AT1G50070	pre-tRNA [Source:TAIR;Acc:AT1G50070]		tRNA
AT1G57260	pre-tRNA [Source:TAIR;Acc:AT1G57260]		tRNA
AT1G57420	pre-tRNA [Source:TAIR;Acc:AT1G57420]		tRNA
AT4G16105	pre-tRNA [Source:TAIR;Acc:AT4G16105]		tRNA
AT5G08075	pre-tRNA [Source:TAIR;Acc:AT5G08075]		tRNA
AT2G33900	pre-tRNA [Source:TAIR;Acc:AT2G33900]		tRNA
AT2G33940	pre-tRNA [Source:TAIR;Acc:AT2G33940]		tRNA
AT3G48515	pre-tRNA [Source:TAIR;Acc:AT3G48515]		tRNA
ATCG00310	tRNA-Gly [Source:TAIR;Acc:ATCG00310]	TRNG.2	tRNA
AT5G65535	pre-tRNA [Source:TAIR;Acc:AT5G65535]		tRNA
AT4G17765	pre-tRNA [Source:TAIR;Acc:AT4G17765]		tRNA
AT4G10815	pre-tRNA [Source:TAIR;Acc:AT4G10815]		tRNA
AT1G53410	pre-tRNA [Source:TAIR;Acc:AT1G53410]		tRNA
AT1G57410	pre-tRNA [Source:TAIR;Acc:AT1G57410]		tRNA
AT4G26375	pre-tRNA [Source:TAIR;Acc:AT4G26375]		tRNA
AT5G52815	pre-tRNA [Source:TAIR;Acc:AT5G52815]		tRNA
AT5G39895	pre-tRNA [Source:TAIR;Acc:AT5G39895]		tRNA
AT4G36245	pre-tRNA [Source:TAIR;Acc:AT4G36245]		tRNA
AT5G03452	pre-tRNA [Source:TAIR;Acc:AT5G03452]		tRNA
AT1G56770	pre-tRNA [Source:TAIR;Acc:AT1G56770]		tRNA
AT4G13265	pre-tRNA [Source:TAIR;Acc:AT4G13265]		tRNA
AT1G28860	pre-tRNA [Source:TAIR;Acc:AT1G28860]		tRNA
ATCG00980	tRNA-Arg [Source:TAIR;Acc:ATCG00980]	TRNR.2	tRNA
AT5G60963	pre-tRNA [Source:TAIR;Acc:AT5G60963]		tRNA
AT1G32620	pre-tRNA [Source:TAIR;Acc:AT1G32620]		tRNA
AT2G33930	pre-tRNA [Source:TAIR;Acc:AT2G33930]		tRNA
AT3G63006	pre-tRNA [Source:TAIR;Acc:AT3G63006]		tRNA
AT5G21378	pre-tRNA [Source:TAIR;Acc:AT5G21378]		tRNA
AT2G33950	pre-tRNA [Source:TAIR;Acc:AT2G33950]		tRNA
AT3G10035	pre-tRNA [Source:TAIR;Acc:AT3G10035]		tRNA
AT1G65830	pre-tRNA [Source:TAIR;Acc:AT1G65830]		tRNA
AT3G50505	pre-tRNA [Source:TAIR;Acc:AT3G50505]		tRNA
AT1G07580	pre-tRNA [Source:TAIR;Acc:AT1G07580]		tRNA
AT4G11355	pre-tRNA [Source:TAIR;Acc:AT4G11355]		tRNA
AT1G57510	pre-tRNA [Source:TAIR;Acc:AT1G57510]		tRNA
AT3G11285	pre-tRNA [Source:TAIR;Acc:AT3G11285]		tRNA
AT2G33650	pre-tRNA [Source:TAIR;Acc:AT2G33650]		tRNA
AT5G48675	pre-tRNA [Source:TAIR;Acc:AT5G48675]		tRNA
AT1G57100	pre-tRNA [Source:TAIR;Acc:AT1G57100]		tRNA
AT5G54865	pre-tRNA [Source:TAIR;Acc:AT5G54865]		tRNA
AT3G58035	pre-tRNA [Source:TAIR;Acc:AT3G58035]		tRNA
ATMG09950			tRNA
AT3G10015	pre-tRNA [Source:TAIR;Acc:AT3G10015]		tRNA
AT1G71700	pre-tRNA [Source:TAIR;Acc:AT1G71700]		tRNA
AT2G30180	pre-tRNA [Source:TAIR;Acc:AT2G30180]		tRNA
AT5G32017	pre-tRNA [Source:TAIR;Acc:AT5G32017]		tRNA
AT2G03700	pre-tRNA [Source:TAIR;Acc:AT2G03700]		tRNA
AT2G07753	pre-tRNA [Source:TAIR;Acc:AT2G07753]		tRNA
AT2G18310	pre-tRNA [Source:TAIR;Acc:AT2G18310]		tRNA
AT5G64505	pre-tRNA [Source:TAIR;Acc:AT5G64505]		tRNA
AT1G30830	pre-tRNA [Source:TAIR;Acc:AT1G30830]		tRNA
AT1G52350	pre-tRNA [Source:TAIR;Acc:AT1G52350]		tRNA
AT4G12115	pre-tRNA [Source:TAIR;Acc:AT4G12115]		tRNA
AT5G18755	pre-tRNA [Source:TAIR;Acc:AT5G18755]		tRNA
AT5G55055	pre-tRNA [Source:TAIR;Acc:AT5G55055]		tRNA
AT3G58165	pre-tRNA [Source:TAIR;Acc:AT3G58165]		tRNA
AT2G42020	pre-tRNA [Source:TAIR;Acc:AT2G42020]		tRNA
AT3G06665	pre-tRNA [Source:TAIR;Acc:AT3G06665]		tRNA
AT1G56740	pre-tRNA [Source:TAIR;Acc:AT1G56740]		tRNA
AT1G57150	pre-tRNA [Source:TAIR;Acc:AT1G57150]		tRNA
AT1G13240	pre-tRNA [Source:TAIR;Acc:AT1G13240]		tRNA
ATCG00460	Chloroplast encoded tRNA-Met gene. [Source:TAIR;Acc:ATCG00460]	TRNM	tRNA
AT1G57030	pre-tRNA [Source:TAIR;Acc:AT1G57030]		tRNA
ATCG00230	tRNA-Asp [Source:TAIR;Acc:ATCG00230]	TRND	tRNA
AT1G57400	pre-tRNA [Source:TAIR;Acc:AT1G57400]		tRNA
AT2G07765	pre-tRNA [Source:TAIR;Acc:AT2G07765]		tRNA
ATMG00360	a mitochondrion-encoded tRNA for cysteine [Source:TAIR;Acc:ATMG00360]	TRNC	tRNA
AT3G53775	pre-tRNA [Source:TAIR;Acc:AT3G53775]		tRNA
AT3G13223	pre-tRNA [Source:TAIR;Acc:AT3G13223]		tRNA
AT5G44283	pre-tRNA [Source:TAIR;Acc:AT5G44283]		tRNA
AT4G08345	pre-tRNA [Source:TAIR;Acc:AT4G08345]		tRNA
AT1G77190	pre-tRNA [Source:TAIR;Acc:AT1G77190]		tRNA
AT5G06685	pre-tRNA [Source:TAIR;Acc:AT5G06685]		tRNA
AT3G02715	pre-tRNA [Source:TAIR;Acc:AT3G02715]		tRNA
AT4G12405	pre-tRNA [Source:TAIR;Acc:AT4G12405]		tRNA
AT1G21800	pre-tRNA [Source:TAIR;Acc:AT1G21800]		tRNA
AT5G48835	pre-tRNA [Source:TAIR;Acc:AT5G48835]		tRNA
AT4G12065	pre-tRNA [Source:TAIR;Acc:AT4G12065]		tRNA
AT1G57390	pre-tRNA [Source:TAIR;Acc:AT1G57390]		tRNA
AT1G06480	pre-tRNA [Source:TAIR;Acc:AT1G06480]		tRNA
AT3G29095	pre-tRNA [Source:TAIR;Acc:AT3G29095]		tRNA
AT1G03515	pre-tRNA [Source:TAIR;Acc:AT1G03515]		tRNA
AT1G42120	pre-tRNA [Source:TAIR;Acc:AT1G42120]		tRNA
AT5G64855	pre-tRNA [Source:TAIR;Acc:AT5G64855]		tRNA
AT4G27885	pre-tRNA [Source:TAIR;Acc:AT4G27885]		tRNA
AT5G03705	pre-tRNA [Source:TAIR;Acc:AT5G03705]		tRNA
AT3G61105	pre-tRNA [Source:TAIR;Acc:AT3G61105]		tRNA
AT2G33970	pre-tRNA [Source:TAIR;Acc:AT2G33970]		tRNA
AT3G49925	pre-tRNA [Source:TAIR;Acc:AT3G49925]		tRNA
AT2G33890	pre-tRNA [Source:TAIR;Acc:AT2G33890]		tRNA
AT4G28362	pre-tRNA [Source:TAIR;Acc:AT4G28362]		tRNA
ATMG00190	tRNA-Gly [Source:TAIR;Acc:ATMG00190]	TRNG	tRNA
AT1G28870	pre-tRNA [Source:TAIR;Acc:AT1G28870]		tRNA
AT3G55735	pre-tRNA [Source:TAIR;Acc:AT3G55735]		tRNA
AT3G61825	pre-tRNA [Source:TAIR;Acc:AT3G61825]		tRNA
AT1G56890	pre-tRNA [Source:TAIR;Acc:AT1G56890]		tRNA
AT1G12590	pre-tRNA [Source:TAIR;Acc:AT1G12590]		tRNA
AT3G53965	pre-tRNA [Source:TAIR;Acc:AT3G53965]		tRNA
AT1G69130	pre-tRNA [Source:TAIR;Acc:AT1G69130]		tRNA
AT1G79980	pre-tRNA [Source:TAIR;Acc:AT1G79980]		tRNA
AT1G57310	pre-tRNA [Source:TAIR;Acc:AT1G57310]		tRNA
AT4G31895	pre-tRNA [Source:TAIR;Acc:AT4G31895]		tRNA
AT2G27560	pre-tRNA [Source:TAIR;Acc:AT2G27560]		tRNA
ATMG01340	tRNA-Met [Source:TAIR;Acc:ATMG01340]	TRNM.2	tRNA
AT1G57160	pre-tRNA [Source:TAIR;Acc:AT1G57160]		tRNA
AT1G57470	pre-tRNA [Source:TAIR;Acc:AT1G57470]		tRNA
AT1G13720	pre-tRNA [Source:TAIR;Acc:AT1G13720]		tRNA
AT1G57080	pre-tRNA [Source:TAIR;Acc:AT1G57080]		tRNA
ATCG00940	tRNA-Ala [Source:TAIR;Acc:ATCG00940]	TRNA.1	tRNA
AT1G28910	pre-tRNA [Source:TAIR;Acc:AT1G28910]		tRNA
AT1G56850	pre-tRNA [Source:TAIR;Acc:AT1G56850]		tRNA
AT1G56960	pre-tRNA [Source:TAIR;Acc:AT1G56960]		tRNA
AT1G56730	pre-tRNA [Source:TAIR;Acc:AT1G56730]		tRNA
AT1G28980	pre-tRNA [Source:TAIR;Acc:AT1G28980]		tRNA
AT1G56950	pre-tRNA [Source:TAIR;Acc:AT1G56950]		tRNA
AT5G10235	pre-tRNA [Source:TAIR;Acc:AT5G10235]		tRNA
AT1G57290	pre-tRNA [Source:TAIR;Acc:AT1G57290]		tRNA
AT5G57885	pre-tRNA [Source:TAIR;Acc:AT5G57885]		tRNA
AT3G46875	pre-tRNA [Source:TAIR;Acc:AT3G46875]		tRNA
AT1G56780	pre-tRNA [Source:TAIR;Acc:AT1G56780]		tRNA
AT1G28780	pre-tRNA [Source:TAIR;Acc:AT1G28780]		tRNA
AT1G20250	pre-tRNA [Source:TAIR;Acc:AT1G20250]		tRNA
AT5G09655	pre-tRNA [Source:TAIR;Acc:AT5G09655]		tRNA
AT5G15805	pre-tRNA [Source:TAIR;Acc:AT5G15805]		tRNA
AT1G33370	pre-tRNA [Source:TAIR;Acc:AT1G33370]		tRNA
AT1G68970	pre-tRNA [Source:TAIR;Acc:AT1G68970]		tRNA
AT4G32265	pre-tRNA [Source:TAIR;Acc:AT4G32265]		tRNA
AT4G34035	pre-tRNA [Source:TAIR;Acc:AT4G34035]		tRNA
AT1G17670	pre-tRNA [Source:TAIR;Acc:AT1G17670]		tRNA
AT1G08240	pre-tRNA [Source:TAIR;Acc:AT1G08240]		tRNA
AT5G05945	pre-tRNA [Source:TAIR;Acc:AT5G05945]		tRNA
AT2G36600	pre-tRNA [Source:TAIR;Acc:AT2G36600]		tRNA
AT1G01270	pre-tRNA [Source:TAIR;Acc:AT1G01270]		tRNA
AT1G45242	pre-tRNA [Source:TAIR;Acc:AT1G45242]		tRNA
AT3G09585	pre-tRNA [Source:TAIR;Acc:AT3G09585]		tRNA
AT1G28830	pre-tRNA [Source:TAIR;Acc:AT1G28830]		tRNA
AT1G56920	pre-tRNA [Source:TAIR;Acc:AT1G56920]		tRNA
AT3G45935	pre-tRNA [Source:TAIR;Acc:AT3G45935]		tRNA
AT1G20040	pre-tRNA [Source:TAIR;Acc:AT1G20040]		tRNA
AT5G64735	pre-tRNA [Source:TAIR;Acc:AT5G64735]		tRNA
AT5G54375	pre-tRNA [Source:TAIR;Acc:AT5G54375]		tRNA
AT1G15650	pre-tRNA [Source:TAIR;Acc:AT1G15650]		tRNA
AT2G36140	pre-tRNA [Source:TAIR;Acc:AT2G36140]		tRNA
AT3G52765	pre-tRNA [Source:TAIR;Acc:AT3G52765]		tRNA
AT1G31110	pre-tRNA [Source:TAIR;Acc:AT1G31110]		tRNA
AT1G50100	pre-tRNA [Source:TAIR;Acc:AT1G50100]		tRNA
AT3G55734	MIR393B; miRNA [Source:TAIR;Acc:AT3G55734]	MIR393B	miRNA
AT3G07065			miRNA
AT2G08015			miRNA
AT1G06653			miRNA
AT4G27765	MIR828a; miRNA [Source:TAIR;Acc:AT4G27765]	MIR828A	miRNA
AT5G04935			miRNA
AT3G26812	MIR169I; miRNA [Source:TAIR;Acc:AT3G26812]	MIR169I	miRNA
AT1G07867			miRNA
AT1G06643			miRNA
AT1G48267	MIR161; miRNA [Source:TAIR;Acc:AT1G48267]	MIR161	miRNA
AT5G41905	MIR166/MIR166E; miRNA [Source:TAIR;Acc:AT5G41905]	MIR166E	miRNA
AT2G03445	MIR398A; miRNA [Source:TAIR;Acc:AT2G03445]	MIR398A	miRNA
AT1G18075	MIR159/MIR159B; miRNA [Source:TAIR;Acc:AT1G18075]	MIR159B	miRNA
AT1G08287			miRNA
AT2G05615			miRNA
AT1G35501	MIR773a; miRNA [Source:TAIR;Acc:AT1G35501]	MIR773A	miRNA
AT1G21202	MIR781a; miRNA [Source:TAIR;Acc:AT1G21202]	MIR781A	miRNA
AT2G47275	MIR403; miRNA [Source:TAIR;Acc:AT2G47275]	MIR403	miRNA
AT5G04995			miRNA
AT3G09515			miRNA
AT5G41663	MIR319/MIR319B; miRNA [Source:TAIR;Acc:AT5G41663]	MIR319B	miRNA
AT5G04975			miRNA
AT1G60072	MIR859a; miRNA [Source:TAIR;Acc:AT1G60072]	MIR859A	miRNA
AT1G26975	MIR395B; miRNA [Source:TAIR;Acc:AT1G26975]	MIR395B	miRNA
AT1G04423			miRNA
AT4G04365			miRNA
AT2G04935			miRNA
AT5G59505	MIR172E; miRNA [Source:TAIR;Acc:AT5G59505]	MIR172E	miRNA
AT3G63375	MIR167B; miRNA [Source:TAIR;Acc:AT3G63375]	MIR167B	miRNA
AT1G20375	MIR394A; miRNA [Source:TAIR;Acc:AT1G20375]	MIR394A	miRNA
AT3G04655			miRNA
AT2G22496	MIR779a; miRNA [Source:TAIR;Acc:AT2G22496]	MIR779A	miRNA
AT1G14071	MIR830a; miRNA [Source:TAIR;Acc:AT1G14071]	MIR830A	miRNA
AT2G07915			miRNA
AT4G05800			miRNA
AT1G07727			miRNA
AT3G06595			miRNA
AT2G02741	MIR840a; miRNA [Source:TAIR;Acc:AT2G02741]	MIR840A	miRNA
AT4G04825			miRNA
AT1G01183	MIR165/MIR165A; miRNA [Source:TAIR;Acc:AT1G01183]	MIR165A	miRNA
AT3G48057	MIR843a; miRNA [Source:TAIR;Acc:AT3G48057]	MIR843A	miRNA
AT1G67195	MIR414 (MICRORNA 414) [Source:TAIR;Acc:AT1G67195]	MIR414	miRNA
AT3G18895	MIR418; miRNA [Source:TAIR;Acc:AT3G18895]	MIR418	miRNA
AT1G52185	MIR406; miRNA [Source:TAIR;Acc:AT1G52185]	MIR406	miRNA
AT5G24825	MIR169B; miRNA [Source:TAIR;Acc:AT5G24825]	MIR169B	miRNA
AT4G10345	MIR832a; miRNA [Source:TAIR;Acc:AT4G10345]	MIR832A	miRNA
AT1G08597			miRNA
AT1G32713	MIR829a; miRNA [Source:TAIR;Acc:AT1G32713]	MIR829A	miRNA
AT4G08116	MIR401; miRNA [Source:TAIR;Acc:AT4G08116]	MIR401	miRNA
AT5G04275	MIR172/MIR172B; miRNA [Source:TAIR;Acc:AT5G04275]	MIR172B	miRNA
AT2G22668	MIR405A; miRNA [Source:TAIR;Acc:AT2G22668]	MIR405A	miRNA
AT1G77235	MIR402; miRNA [Source:TAIR;Acc:AT1G77235]	MIR402	miRNA
AT1G19464	MIR864a; miRNA [Source:TAIR;Acc:AT1G19464]	MIR864A	miRNA
AT3G23326	MIR853a; miRNA [Source:TAIR;Acc:AT3G23326]	MIR853A	miRNA
AT2G46685	MIR166/MIR166A; miRNA [Source:TAIR;Acc:AT2G46685]	MIR166A	miRNA
AT3G51375	MIR171A; miRNA [Source:TAIR;Acc:AT3G51375]	MIR171A	miRNA
AT2G09150			miRNA
AT5G06105			miRNA
AT4G06915			miRNA
AT5G04955			miRNA
AT1G69795	MIR395E; miRNA [Source:TAIR;Acc:AT1G69795]	MIR395E	miRNA
AT4G05415			miRNA
AT3G26813	MIR169J; miRNA [Source:TAIR;Acc:AT3G26813]	MIR169J	miRNA
AT1G09817			miRNA
AT1G06647			miRNA
AT5G02035			miRNA
AT5G03305			miRNA
AT5G06175			miRNA
AT3G08150			miRNA
AT5G10945	MIR156D; miRNA [Source:TAIR;Acc:AT5G10945]	MIR156D	miRNA
AT5G07055			miRNA
AT1G78206	MIR775a; miRNA [Source:TAIR;Acc:AT1G78206]	MIR775A	miRNA
AT4G13564	MIR841a; miRNA [Source:TAIR;Acc:AT4G13564]	MIR841A	miRNA
AT2G46255	MIR159C; miRNA [Source:TAIR;Acc:AT2G46255]	MIR159C	miRNA
AT5G01915			miRNA
AT3G23125	MIR173; miRNA [Source:TAIR;Acc:AT3G23125]	MIR173	miRNA
AT4G31877	MIR156C; miRNA [Source:TAIR;Acc:AT4G31877]	MIR156C	miRNA
AT5G01735			miRNA
AT1G62355	MIR413; miRNA [Source:TAIR;Acc:AT1G62355]	MIR413	miRNA
AT2G40805	MIR319C; miRNA [Source:TAIR;Acc:AT2G40805]	MIR319C	miRNA
AT5G04915			miRNA
AT5G14565	MIR398C; miRNA [Source:TAIR;Acc:AT5G14565]	MIR398C	miRNA
AT4G23713	MIR319/MIR319a; miRNA [Source:TAIR;Acc:AT4G23713]	JAW	miRNA
AT5G14545	MIR398B; miRNA [Source:TAIR;Acc:AT5G14545]	MIR398B	miRNA
AT1G70645	MIR777a; miRNA [Source:TAIR;Acc:AT1G70645]	MIR777A	miRNA
AT1G05637			miRNA
AT5G04965			miRNA
AT3G06445			miRNA
AT5G07655			miRNA
AT2G24103	MIR831a; miRNA [Source:TAIR;Acc:AT2G24103]	MIR831A	miRNA
AT1G07243			miRNA
AT3G26816	MIR169L; miRNA [Source:TAIR;Acc:AT3G26816]	MIR169L	miRNA
AT3G04765	MIR167C; miRNA [Source:TAIR;Acc:AT3G04765]	MIR167C	miRNA
AT3G55512	MIR172D; miRNA [Source:TAIR;Acc:AT3G55512]	MIR172D	miRNA
AT2G38325	MIR390A; miRNA [Source:TAIR;Acc:AT2G38325]	MIR390A	miRNA
AT1G08157			miRNA
AT1G09213			miRNA
AT3G03235			miRNA
AT1G61732	MIR776a; miRNA [Source:TAIR;Acc:AT1G61732]	MIR776A	miRNA
AT5G55835	MIR156H; miRNA [Source:TAIR;Acc:AT5G55835]	MIR156H	miRNA
AT5G26147	MIR156F; miRNA [Source:TAIR;Acc:AT5G26147]	MIR156F	miRNA
AT4G21595	MIR169G; miRNA [Source:TAIR;Acc:AT4G21595]	MIR169G	miRNA
AT3G03255			miRNA
AT4G03445	MIR447A; miRNA [Source:TAIR;Acc:AT4G03445]	MIR447A	miRNA
AT5G07965			miRNA
AT3G26819	MIR169N; miRNA [Source:TAIR;Acc:AT3G26819]	MIR169N	miRNA
AT2G08235			miRNA
AT1G32582	MIR400; miRNA [Source:TAIR;Acc:AT1G32582]	MIR400	miRNA
AT5G39635	MIR169C; miRNA [Source:TAIR;Acc:AT5G39635]	MIR169C	miRNA
AT4G07080			miRNA
AT2G09995			miRNA
AT1G19371	MIR169H; miRNA [Source:TAIR;Acc:AT1G19371]	MIR169H	miRNA
AT1G07137			miRNA
AT5G40384	MIR866a; miRNA [Source:TAIR;Acc:AT5G40384]	MIR866A	miRNA
AT5G11977	MIR156E; miRNA [Source:TAIR;Acc:AT5G11977]	MIR156E	miRNA
AT2G10606	MIR396A; miRNA [Source:TAIR;Acc:AT2G10606]	MIR396A	miRNA
AT2G39885	MIR393A; miRNA [Source:TAIR;Acc:AT2G39885]	MIR393A	miRNA
AT2G05415			miRNA
AT4G08335			miRNA
AT2G06665			miRNA
AT1G04393			miRNA
AT4G05925			miRNA
AT5G03145			miRNA
AT5G07075			miRNA
AT5G39693	MIR869a; miRNA [Source:TAIR;Acc:AT5G39693]	MIR869A	miRNA
AT1G18879	MIR837a; miRNA [Source:TAIR;Acc:AT1G18879]	MIR837A	miRNA
AT4G09735			miRNA
AT1G07051	MIR847a; miRNA [Source:TAIR;Acc:AT1G07051]	MIR847A	miRNA
AT4G05105	MIR397A; miRNA [Source:TAIR;Acc:AT4G05105]	MIR397A	miRNA
AT5G26038	MIR860a; miRNA [Source:TAIR;Acc:AT5G26038]	MIR860A	miRNA
AT3G53016	MIR851a; miRNA [Source:TAIR;Acc:AT3G53016]	MIR851A	miRNA
AT1G78478	MIR833a; miRNA [Source:TAIR;Acc:AT1G78478]	MIR833A	miRNA
AT4G23387	MIR845a; miRNA [Source:TAIR;Acc:AT4G23387]	MIR845A	miRNA
AT3G07515			miRNA
AT3G18217	MIR157C; miRNA [Source:TAIR;Acc:AT3G18217]	MIR157C	miRNA
AT5G08255			miRNA
AT1G08303			miRNA
AT1G61224	MIR842a; miRNA [Source:TAIR;Acc:AT1G61224]	MIR842A	miRNA
AT4G00885	MIR165/MIR165B; miRNA [Source:TAIR;Acc:AT4G00885]	MIR165B	miRNA
AT2G16145	MIR416; miRNA [Source:TAIR;Acc:AT2G16145]	MIR416	miRNA
AT3G48201	MIR861a; miRNA [Source:TAIR;Acc:AT3G48201]	MIR861A	miRNA
AT3G07095			miRNA
AT4G03039	MIR826a; miRNA [Source:TAIR;Acc:AT4G03039]	MIR826A	miRNA
AT5G62848	MIR420; miRNA [Source:TAIR;Acc:AT5G62848]	MIR420	miRNA
AT5G52797	MIR870a; miRNA [Source:TAIR;Acc:AT5G52797]	MIR870A	miRNA
AT5G05505			miRNA
AT2G39175	MIR160/MIR160A; miRNA [Source:TAIR;Acc:AT2G39175]	MIR160A	miRNA
AT1G60073	MIR774a; miRNA [Source:TAIR;Acc:AT1G60073]	MIR774A	miRNA
AT5G08210	MIR834a; miRNA [Source:TAIR;Acc:AT5G08210]	MIR834A	miRNA
AT4G04125			miRNA
AT1G06903			miRNA
AT3G03245			miRNA
AT2G07910			miRNA
AT2G08275			miRNA
AT5G66045	MIR170; miRNA [Source:TAIR;Acc:AT5G66045]	MIR170	miRNA
AT4G06260			miRNA
AT3G44444	MIR849a; miRNA [Source:TAIR;Acc:AT3G44444]	MIR849A	miRNA
AT5G62162	MIR399C; miRNA [Source:TAIR;Acc:AT5G62162]	MIR399C	miRNA
AT2G47585	MIR164/MIR164A; miRNA [Source:TAIR;Acc:AT2G47585]	MIR164A	miRNA
AT2G34208	MIR399F; miRNA [Source:TAIR;Acc:AT2G34208]	MIR399F	miRNA
AT1G07633			miRNA
AT1G11735	MIR171B; miRNA [Source:TAIR;Acc:AT1G11735]	MIR171B	miRNA
AT5G08800			miRNA
AT1G32992	MIR856a; miRNA [Source:TAIR;Acc:AT1G32992]	MIR856A	miRNA
AT1G06597			miRNA
AT4G32445	MIR419; miRNA [Source:TAIR;Acc:AT4G32445]	MIR419	miRNA
AT2G08555			miRNA
AT2G07195			miRNA
AT2G47015	MIR408; miRNA [Source:TAIR;Acc:AT2G47015]	MIR408	miRNA
AT5G46845	MIR160/MIR160C (MICRORNA160); miRNA [Source:TAIR;Acc:AT5G46845]	MIR160C	miRNA
AT5G04415			miRNA
AT3G11435	MIR172C; miRNA [Source:TAIR;Acc:AT3G11435]	MIR172C	miRNA
AT1G07283			miRNA
AT3G05515			miRNA
AT2G34204	MIR399E; miRNA [Source:TAIR;Acc:AT2G34204]	MIR399E	miRNA
AT5G01747	MIR164/MIR164B; miRNA [Source:TAIR;Acc:AT5G01747]	MIR164B	miRNA
AT4G09925			miRNA
AT2G41616	MIR778a; miRNA [Source:TAIR;Acc:AT2G41616]	MIR778A	miRNA
AT4G13493	MIR850a; miRNA [Source:TAIR;Acc:AT4G13493]	MIR850A	miRNA
AT3G10745	MIR158A; miRNA [Source:TAIR;Acc:AT3G10745]	MIR158A	miRNA
AT1G71002	MIR858a; miRNA [Source:TAIR;Acc:AT1G71002]	MIR858A	miRNA
AT5G45307	MIR168/MIR168B; miRNA [Source:TAIR;Acc:AT5G45307]	MIR168B	miRNA
AT5G23065	MIR162B; miRNA [Source:TAIR;Acc:AT5G23065]	MIR162B	miRNA
AT2G28056	MIR172/MIR172A; miRNA [Source:TAIR;Acc:AT2G28056]	MIR172A	miRNA
AT5G15833	MIR865a; miRNA [Source:TAIR;Acc:AT5G15833]	MIR865A	miRNA
AT3G26815	MIR169K; miRNA [Source:TAIR;Acc:AT3G26815]	MIR169K	miRNA
AT5G05005			miRNA
AT5G05185			miRNA
AT3G13405	MIR169A; miRNA [Source:TAIR;Acc:AT3G13405]	MIR169A	miRNA
AT3G13724	MIR823a; miRNA [Source:TAIR;Acc:AT3G13724]	MIR823A	miRNA
AT5G03425			miRNA
AT4G23375	MIR845b; miRNA [Source:TAIR;Acc:AT4G23375]	MIR845B	miRNA
AT5G50717	MIR405B; miRNA [Source:TAIR;Acc:AT5G50717]	MIR405B	miRNA
AT5G03475			miRNA
AT1G04027			miRNA
AT1G04993			miRNA
AT5G01755			miRNA
AT4G05930			miRNA
AT5G03225			miRNA
AT1G26985	MIR395C; miRNA [Source:TAIR;Acc:AT1G26985]	MIR395C	miRNA
AT1G55591	MIR158b; miRNA [Source:TAIR;Acc:AT1G55591]	MIR158B	miRNA
AT1G66783	MIR157A; miRNA [Source:TAIR;Acc:AT1G66783]	MIR157A	miRNA
AT1G53687	MIR169E; miRNA [Source:TAIR;Acc:AT1G53687]	MIR169E	miRNA
AT4G13554	MIR857a; miRNA [Source:TAIR;Acc:AT4G13554]	MIR857A	miRNA
AT2G03855			miRNA
AT2G07895			miRNA
AT1G08783			miRNA
AT1G08337			miRNA
AT1G66795	MIR157B; miRNA [Source:TAIR;Acc:AT1G66795]	MIR157B	miRNA
AT2G09340			miRNA
AT5G35407	MIR396B; miRNA [Source:TAIR;Acc:AT5G35407]	MIR396B	miRNA
AT5G08185	microRNA162A [Source:TAIR;Acc:AT5G08185]	MIR162A	miRNA
AT2G25171	MIR862a; miRNA [Source:TAIR;Acc:AT2G25171]	MIR862A	miRNA
AT3G53015	MIR771a; miRNA [Source:TAIR;Acc:AT3G53015]	MIR771A	miRNA
AT3G09285			miRNA
AT3G07695			miRNA
AT3G61897	MIR166/MIR166B; miRNA [Source:TAIR;Acc:AT3G61897]	MIR166B	miRNA
AT1G26973	MIR395A; miRNA [Source:TAIR;Acc:AT1G26973]	MIR395A	miRNA
AT1G67481	MIR839a; miRNA [Source:TAIR;Acc:AT1G67481]	MIR839A	miRNA
AT5G08925			miRNA
AT5G03265			miRNA
AT2G09670			miRNA
AT3G26818	MIR169M; miRNA [Source:TAIR;Acc:AT3G26818]	MIR169M	miRNA
AT4G07000			miRNA
AT1G07357			miRNA
AT5G13887	MIR848a; miRNA [Source:TAIR;Acc:AT5G13887]	MIR848A	miRNA
AT4G05508	MIR405D; miRNA [Source:TAIR;Acc:AT4G05508]	MIR405D	miRNA
AT4G05855			miRNA
AT3G03625			miRNA
AT3G09615			miRNA
AT1G76062	MIR835a; miRNA [Source:TAIR;Acc:AT1G76062]	MIR835A	miRNA
AT1G01046	MIR838a; miRNA [Source:TAIR;Acc:AT1G01046]	MIR838A	miRNA
AT1G29265	MIR399A; miRNA [Source:TAIR;Acc:AT1G29265]	MIR399A	miRNA
AT3G07685			miRNA
AT5G58465	MIR390B; miRNA [Source:TAIR;Acc:AT5G58465]	MIR390B	miRNA
